processo,duracao,status,data_distribuicao,data_decisao,camara,crime,liminar,fisico,decisao
20026623420228260000,37,1,2022-01-12,2022-02-18,14CDC,Homicídio Qualificado,não,não,denegado
20026640420228260000,34,1,2022-01-12,2022-02-15,3CDC,Furto Qualificado,não,não,denegado
20026727820228260000,41,1,2022-01-12,2022-02-22,2CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20026770320228260000,274,0,2022-01-12,NA,4CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20026822520228260000,120,1,2022-01-12,2022-05-12,8CDC,Crimes Previstos no Estatuto da criança e do adolescente,não,não,não conhecido
20026943920228260000,19,1,2022-01-12,2022-01-31,16CDC,Homicídio Privilegiado,não,não,denegado
20026960920228260000,30,1,2022-01-12,2022-02-11,6CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20026979120228260000,21,1,2022-01-12,2022-02-02,6CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20027048320228260000,35,1,2022-01-12,2022-02-16,3CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20027065320228260000,26,1,2022-01-12,2022-02-07,9CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20027082320228260000,43,1,2022-01-12,2022-02-24,16CDC,Roubo,não,não,denegado
20027126020228260000,107,1,2022-01-12,2022-04-29,9CDC,Roubo Majorado,não,não,denegado
20027178220228260000,54,1,2022-01-12,2022-03-07,14CDC,Roubo,não,não,denegado
20027186720228260000,22,1,2022-01-12,2022-02-03,15CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,denegado
20027255920228260000,33,1,2022-01-12,2022-02-14,2CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20027316620228260000,28,1,2022-01-12,2022-02-09,8CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,denegado
20027438020228260000,21,1,2022-01-12,2022-02-02,6CDC,Crimes do Sistema Nacional de Armas,não,não,prejudicado/extinto
20027455020228260000,28,1,2022-01-12,2022-02-09,10CDC,Furto Qualificado,não,não,denegado
20027515720228260000,49,1,2022-01-12,2022-03-02,7CDC,Crimes do Sistema Nacional de Armas,não,não,não conhecido
20027559420228260000,29,1,2022-01-12,2022-02-10,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20027593420228260000,15,1,2022-01-12,2022-01-27,2CDC,Roubo Majorado,não,não,denegado
20027637120228260000,20,1,2022-01-12,2022-02-01,1CDC,Roubo,não,não,denegado
20027706320228260000,49,1,2022-01-13,2022-03-03,12CDC,Roubo,não,não,denegado
20027758520228260000,273,0,2022-01-13,NA,6CDC,Execução penal,não,não,NA
20027853220228260000,48,1,2022-01-13,2022-03-02,14CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20027888420228260000,34,1,2022-01-13,2022-02-16,13CDC,Homicídio Qualificado,não,não,denegado
20027957620228260000,36,1,2022-01-13,2022-02-18,15CDC,Latrocínio,não,não,não conhecido
20028035320228260000,274,0,2022-01-12,NA,1CDC,Homicídio Qualificado,não,não,NA
20028060820228260000,15,1,2022-01-12,2022-01-27,1CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20028278120228260000,51,1,2022-01-12,2022-03-04,7CDC,Execução penal,não,não,prejudicado/extinto
20028286620228260000,28,1,2022-01-12,2022-02-09,1CDC,Roubo,não,não,denegado
20028320620228260000,42,1,2022-01-12,2022-02-23,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20028381320228260000,8,1,2022-01-12,2022-01-20,8CDC,Execução penal,sim,não,denegado
20028537920228260000,66,1,2022-01-12,2022-03-19,1CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20028546420228260000,274,0,2022-01-12,NA,NA,Tráfico de Drogas e Condutas Afins,não,não,NA
20028624120228260000,43,1,2022-01-12,2022-02-24,15CDC,Roubo,não,não,denegado
20028771020228260000,69,1,2022-01-12,2022-03-22,15CDC,Receptação,não,não,denegado
20028797720228260000,35,1,2022-01-12,2022-02-16,13CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20028979820228260000,22,1,2022-01-12,2022-02-03,13CDC,Roubo,não,não,denegado
20028996820228260000,26,1,2022-01-12,2022-02-07,8CDC,Decorrente de Violência Doméstica,não,não,denegado
20029013820228260000,23,1,2022-01-12,2022-02-04,16CDC,Tráfico de Drogas e Condutas Afins,sim,não,concedido
20029118220228260000,29,1,2022-01-12,2022-02-10,8CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,denegado
20029195920228260000,23,1,2022-01-12,2022-02-04,16CDC,Associação para a Produção e Tráfico e Condutas Afins,não,não,concedido
20029221420228260000,58,1,2022-01-12,2022-03-11,6CDC,Furto Qualificado,não,não,denegado
20029239620228260000,30,1,2022-01-12,2022-02-11,8CDC,Tráfico de Drogas e Condutas Afins,não,não,não conhecido
20029342820228260000,274,0,2022-01-12,NA,16CDC,Execução penal,não,não,NA
20029351320228260000,54,1,2022-01-12,2022-03-07,13CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20029541920228260000,62,1,2022-01-12,2022-03-15,3CDC,Homicídio Qualificado,não,não,denegado
20029611120228260000,61,1,2022-01-13,2022-03-15,7CDC,Roubo,não,não,denegado
20029629320228260000,35,1,2022-01-13,2022-02-17,10CDC,Roubo,não,não,denegado
20029637820228260000,36,1,2022-01-13,2022-02-18,15CDC,Furto Qualificado,não,não,concedido
20029654820228260000,71,1,2022-01-13,2022-03-25,12CDC,Furto,não,não,denegado
20029680320228260000,53,1,2022-01-13,2022-03-07,15CDC,Homicídio Privilegiado,não,não,denegado
20029698520228260000,273,0,2022-01-13,NA,NA,Roubo,não,não,NA
20029707020228260000,40,1,2022-01-13,2022-02-22,4CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,denegado
20029724020228260000,20,1,2022-01-13,2022-02-02,13CDC,Roubo Majorado,não,não,não conhecido
20029741020228260000,50,1,2022-01-13,2022-03-04,2CDC,Furto,não,não,denegado
20029767720228260000,39,1,2022-01-13,2022-02-21,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20029862420228260000,29,1,2022-01-13,2022-02-11,2CDC,Crimes contra a vida,não,não,denegado
20029870920228260000,31,1,2022-01-13,2022-02-13,15CDC,Receptação,não,não,denegado
20029923120228260000,34,1,2022-01-13,2022-02-16,11CDC,Estelionato,não,não,denegado
20029931620228260000,67,1,2022-01-13,2022-03-21,4CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20029958320228260000,40,1,2022-01-13,2022-02-22,6CDC,Furto,não,não,denegado
20029975320228260000,22,1,2022-01-13,2022-02-04,7CDC,Roubo Majorado,não,não,prejudicado/extinto
20030000820228260000,36,1,2022-01-13,2022-02-18,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20030019020228260000,83,1,2022-01-13,2022-04-06,10CDC,Crimes de Trânsito,não,não,denegado
20030036020228260000,26,1,2022-01-13,2022-02-08,1CDC,Execução penal,não,não,concedido
20030096720228260000,34,1,2022-01-13,2022-02-16,7CDC,Receptação,não,não,denegado
20030105220228260000,24,1,2022-01-14,2022-02-07,11CDC,Crimes contra a vida,não,não,denegado
20030130720228260000,36,1,2022-01-13,2022-02-18,13CDC,Furto Qualificado,não,não,denegado
20030148920228260000,35,1,2022-01-13,2022-02-17,12CDC,Extorsão,não,não,denegado
20030235120228260000,34,1,2022-01-13,2022-02-16,3CDC,Lesão Corporal,não,não,denegado
20030312820228260000,25,1,2022-01-13,2022-02-07,9CDC,Furto Qualificado,não,não,denegado
20030538620228260000,53,1,2022-01-13,2022-03-07,2CDC,Latrocínio,não,não,denegado
20030547120228260000,18,1,2022-01-13,2022-01-31,9CDC,Roubo,não,não,denegado
20030668520228260000,33,1,2022-01-13,2022-02-15,16CDC,Furto Qualificado,não,não,concedido
20030677020228260000,22,1,2022-01-13,2022-02-04,11CDC,Roubo,sim,não,concedido
20030729220228260000,29,1,2022-01-13,2022-02-11,5CDC,Tráfico de Drogas e Condutas Afins,não,não,não conhecido
20030771720228260000,54,1,2022-01-13,2022-03-08,6CDC,Roubo Majorado,não,não,denegado
20030815420228260000,50,1,2022-01-13,2022-03-04,7CDC,Roubo Majorado,não,não,denegado
20030832420228260000,35,1,2022-01-13,2022-02-17,6CDC,Furto Qualificado,não,não,denegado
20030867620228260000,35,1,2022-01-13,2022-02-17,3CDC,Tráfico de Drogas e Condutas Afins,não,não,não conhecido
20030884620228260000,28,1,2022-01-13,2022-02-10,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20030901620228260000,41,1,2022-01-13,2022-02-23,16CDC,Aplicação da Pena,sim,não,concedido
20030945320228260000,40,1,2022-01-13,2022-02-22,14CDC,Aplicação da Pena,não,não,concedido
20030962320228260000,53,1,2022-01-13,2022-03-07,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20031066720228260000,32,1,2022-01-13,2022-02-14,2CDC,Receptação,não,não,concedido
20031188120228260000,273,0,2022-01-13,NA,16CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20031196620228260000,273,0,2022-01-13,NA,13CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20031213620228260000,17,1,2022-01-13,2022-01-30,3CDC,Roubo,não,não,denegado
20031222120228260000,31,1,2022-01-13,2022-02-13,15CDC,Execução penal,não,não,não conhecido
20031274320228260000,29,1,2022-01-13,2022-02-11,14CDC,Homicídio Qualificado,não,não,denegado
20031282820228260000,27,1,2022-01-13,2022-02-09,5CDC,Execução penal,não,não,denegado
20031326520228260000,83,1,2022-01-13,2022-04-06,10CDC,Extorsão,não,não,denegado
20031352020228260000,41,1,2022-01-14,2022-02-24,5CDC,Crimes contra a vida,não,não,denegado
20031525620228260000,77,1,2022-01-13,2022-03-31,7CDC,Roubo,não,não,denegado
20031647020228260000,28,1,2022-01-13,2022-02-10,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20031655520228260000,106,1,2022-01-13,2022-04-29,4CDC,Homicídio Qualificado,não,não,denegado
20031681020228260000,20,1,2022-01-13,2022-02-02,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20031707720228260000,48,1,2022-01-13,2022-03-02,3CDC,Roubo Majorado,não,não,denegado
20031733220228260000,20,1,2022-01-13,2022-02-02,14CDC,Posse de Drogas para Consumo Pessoal,não,não,denegado
20031932320228260000,22,1,2022-01-13,2022-02-04,12CDC,Roubo,não,não,denegado
20031959020228260000,50,1,2022-01-13,2022-03-04,8CDC,Lesão Corporal,não,não,denegado
20031967520228260000,29,1,2022-01-13,2022-02-11,4CDC,Constrangimento ilegal,não,não,denegado
20032045220228260000,50,1,2022-01-13,2022-03-04,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20032053720228260000,34,1,2022-01-13,2022-02-16,13CDC,Fato Atípico,não,não,concedido
20032149620228260000,36,1,2022-01-13,2022-02-18,6CDC,Homicídio Qualificado,não,não,denegado
20032183620228260000,43,1,2022-01-13,2022-02-25,9CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20032322020228260000,103,1,2022-01-14,2022-04-27,12CDC,Crimes de Tortura,sim,não,concedido
20032357220228260000,43,1,2022-01-13,2022-02-25,9CDC,Crimes do Sistema Nacional de Armas,não,não,denegado
20032426420228260000,32,1,2022-01-13,2022-02-14,10CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20032460420228260000,20,1,2022-01-13,2022-02-02,11CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20032617020228260000,272,0,2022-01-14,NA,3CDC,Execução penal,não,não,NA
20032651020228260000,13,1,2022-01-14,2022-01-27,11CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20032694720228260000,21,1,2022-01-14,2022-02-04,7CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20032772420228260000,48,1,2022-01-13,2022-03-02,7CDC,Furto Qualificado,não,não,denegado
20032824620228260000,52,1,2022-01-13,2022-03-06,4CDC,Roubo Majorado,não,não,concedido
20032893820228260000,42,1,2022-01-13,2022-02-24,16CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20032910820228260000,70,1,2022-01-13,2022-03-24,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20033006720228260000,20,1,2022-01-13,2022-02-02,11CDC,Homicídio Qualificado,não,não,denegado
20033128120228260000,55,1,2022-01-13,2022-03-09,13CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20033188820228260000,40,1,2022-01-13,2022-02-22,11CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20033266520228260000,50,1,2022-01-13,2022-03-04,5CDC,Furto Qualificado,não,não,denegado
20033275020228260000,29,1,2022-01-13,2022-02-11,2CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20033318720228260000,18,1,2022-01-13,2022-01-31,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20033361220228260000,34,1,2022-01-13,2022-02-16,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20033413420228260000,36,1,2022-01-13,2022-02-18,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20033421920228260000,48,1,2022-01-13,2022-03-02,3CDC,Furto Qualificado,não,não,não conhecido
20033491120228260000,273,0,2022-01-13,NA,14CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20033534820228260000,40,1,2022-01-13,2022-02-22,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20033560320228260000,41,1,2022-01-13,2022-02-23,12CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20033595520228260000,273,0,2022-01-13,NA,6CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20033681720228260000,67,1,2022-01-13,2022-03-21,4CDC,Ameaça,não,não,prejudicado/extinto
20033716920228260000,43,1,2022-01-13,2022-02-25,9CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20033725420228260000,36,1,2022-01-13,2022-02-18,11CDC,Furto,não,não,denegado
20033855320228260000,273,0,2022-01-13,NA,14CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20033899020228260000,33,1,2022-01-13,2022-02-15,16CDC,Extorsão mediante seqüestro,não,não,prejudicado/extinto
20033907520228260000,5,1,2022-01-13,2022-01-18,8CDC,Homicídio Qualificado,sim,não,denegado
20034089620228260000,32,1,2022-01-13,2022-02-14,5CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20034115120228260000,67,1,2022-01-13,2022-03-21,5CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20034175820228260000,44,1,2022-01-13,2022-02-26,16CDC,Furto,sim,não,concedido
20034270520228260000,19,1,2022-01-13,2022-02-01,5CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20034288720228260000,69,1,2022-01-13,2022-03-23,7CDC,Roubo Majorado,sim,não,concedido
20034297220228260000,36,1,2022-01-13,2022-02-18,4CDC,Estelionato,não,não,denegado
20034452620228260000,50,1,2022-01-13,2022-03-04,10CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20034756120228260000,20,1,2022-01-13,2022-02-02,3CDC,Roubo,não,não,não conhecido
20034799820228260000,21,1,2022-01-13,2022-02-03,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20034808320228260000,49,1,2022-01-13,2022-03-03,10CDC,Homicídio Qualificado,não,não,denegado
20034825320228260000,69,1,2022-01-13,2022-03-23,3CDC,Latrocínio,não,não,denegado
20034833820228260000,36,1,2022-01-13,2022-02-18,5CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20034929720228260000,52,1,2022-01-14,2022-03-07,16CDC,Homicídio Simples,não,não,concedido
20035007420228260000,21,1,2022-01-14,2022-02-04,11CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20035032920228260000,272,0,2022-01-14,NA,16CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20035068120228260000,30,1,2022-01-14,2022-02-13,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20035102120228260000,42,1,2022-01-14,2022-02-25,9CDC,Execução penal,não,não,denegado
20035128820228260000,73,1,2022-01-14,2022-03-28,11CDC,Roubo Majorado,não,não,denegado
20035154320228260000,31,1,2022-01-14,2022-02-14,10CDC,Tráfico de Drogas e Condutas Afins,não,não,improvido
20035189520228260000,17,1,2022-01-14,2022-01-31,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20035223520228260000,59,1,2022-01-14,2022-03-14,7CDC,Homicídio Agravado pela Prática de Extermínio de Seres Humanos,não,não,denegado
20035292720228260000,34,1,2022-01-14,2022-02-17,9CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20035353420228260000,33,1,2022-01-14,2022-02-16,1CDC,Crimes do Sistema Nacional de Armas,não,não,denegado
20035361920228260000,59,1,2022-01-14,2022-03-14,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20035370420228260000,27,1,2022-01-14,2022-02-10,4CDC,Roubo Majorado,não,não,denegado
20035422620228260000,116,1,2022-01-14,2022-05-10,4CDC,Roubo,não,não,prejudicado/extinto
20035474820228260000,68,1,2022-01-14,2022-03-23,2CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20035596220228260000,32,1,2022-01-14,2022-02-15,3CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20035717620228260000,14,1,2022-01-14,2022-01-28,11CDC,Execução penal,sim,não,concedido
20035769820228260000,27,1,2022-01-14,2022-02-10,15CDC,Crimes do Sistema Nacional de Armas,não,não,denegado
20035795320228260000,33,1,2022-01-14,2022-02-16,12CDC,Furto Qualificado,não,não,concedido
20036072120228260000,26,1,2022-01-14,2022-02-09,6CDC,Crimes do Sistema Nacional de Armas,não,não,denegado
20036210520228260000,31,1,2022-01-14,2022-02-14,10CDC,Execução penal,não,não,concedido
20036401120228260000,49,1,2022-01-14,2022-03-04,8CDC,Furto Qualificado,não,não,prejudicado/extinto
20036470320228260000,32,1,2022-01-14,2022-02-15,13CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20036505520228260000,35,1,2022-01-14,2022-02-18,13CDC,Ameaça,não,não,denegado
20036679120228260000,38,1,2022-01-14,2022-02-21,2CDC,Roubo,não,não,denegado
20036721620228260000,68,1,2022-01-14,2022-03-23,3CDC,Dano,não,não,denegado
20036739820228260000,272,0,2022-01-14,NA,14CDC,"Crimes de ""Lavagem"" ou Ocultação de Bens, Direitos ou Valores",não,não,NA
20036756820228260000,39,1,2022-01-14,2022-02-22,4CDC,Falsidade ideológica,não,não,denegado
20036782320228260000,34,1,2022-01-14,2022-02-17,11CDC,Dano,não,não,denegado
20036817520228260000,52,1,2022-01-14,2022-03-07,1CDC,Homicídio Qualificado,não,não,denegado
20036869720228260000,49,1,2022-01-14,2022-03-04,10CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20036886720228260000,125,1,2022-01-14,2022-05-19,8CDC,Homicídio Qualificado,não,não,denegado
20036895220228260000,31,1,2022-01-14,2022-02-14,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20036903720228260000,18,1,2022-01-14,2022-02-01,11CDC,Latrocínio,não,não,denegado
20036964420228260000,28,1,2022-01-14,2022-02-11,6CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20037016620228260000,272,0,2022-01-14,NA,14CDC,Estelionato,não,não,NA
20037033620228260000,32,1,2022-01-14,2022-02-15,15CDC,Estelionato,não,não,denegado
20037042120228260000,74,1,2022-01-14,2022-03-29,8CDC,Furto Qualificado,não,não,denegado
20037138020228260000,59,1,2022-01-14,2022-03-14,16CDC,Lesão Corporal,não,não,concedido
20037172020228260000,272,0,2022-01-14,NA,NA,Crimes de Trânsito,não,não,NA
20037232720228260000,25,1,2022-01-14,2022-02-08,11CDC,Roubo,não,não,denegado
20037301920228260000,17,1,2022-01-14,2022-01-31,5CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20037371120228260000,31,1,2022-01-14,2022-02-14,13CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20037431820228260000,24,1,2022-01-14,2022-02-07,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20037458520228260000,88,1,2022-01-14,2022-04-12,8CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
